address,url,description,rooms,winterized,price,surface,year,original_price,latitude,longitude,distance,duration,first_posting_date,last_posting_date
"Aittolanrannantie 154, Vintturi, Sysmä",https://www.etuovi.com/kohde/52405062,"2h, k, kph, s, wc, psh, et",,YES,248000.0,63.0,1983,248000.0,61.6597428,25.6713288,203 km,2 hours 23 mins,2024-07-08,2024-08-05
"Uimintie 119, Suomalaisenkylä, Lemi",https://www.etuovi.com/kohde/69164293,"2h, tupak, wc",2,YES,16400.0,,1899,16400.0,61.0520278,27.7973171,221 km,2 hours 28 mins,2024-07-08,2024-08-05
"Retkitie 19, Luopioinen, Pälkäne",https://www.etuovi.com/kohde/80357760,5h + k + khh + vh + 2* kph + 3*wc + s + varastotilaa,6,NO,309000.0,172.0,2009,329000.0,61.3532004,24.6606454,158 km,1 hour 47 mins,2024-07-08,2024-08-05
"Uudenmaantie 469/ 1, Kisko, Salo",https://www.etuovi.com/kohde/1369111,"1h / kk, pk, s, parvi",1,NO,68000.0,23.1,1977,68000.0,60.2178238,23.4268908,113 km,1 hour 24 mins,2024-07-08,2024-08-05
"Sääsniementie 443, Visuvesi, Ruovesi",https://www.etuovi.com/kohde/21375556,"4h, k, s, kph, khh, tv-huone, ask.h, ",5,YES,895000.0,166.0,2008,895000.0,62.11314359999999,23.8277145,265 km,3 hours 2 mins,2024-07-08,2024-08-05
"Suurivaarantie 7, Kylänlahti, Lieksa",https://www.etuovi.com/kohde/20048423,"2mh, tupakeittiö, wc, vaatehuone, eteinen",3,YES,160000.0,72.0,2011,160000.0,63.2711612,29.8159396,543 km,6 hours 11 mins,2024-07-08,2024-08-05
"Pitkänkyläntie 120, Kiikka, Sastamala",https://www.etuovi.com/kohde/21254768,"tupak., aula, huone, parveke",,NO,239000.0,46.0,2000,239000.0,61.34216409999999,22.6529062,197 km,2 hours 35 mins,2024-07-08,2024-08-05
"Pohjaniementie 113, Haukivuori, Mikkeli",https://www.etuovi.com/kohde/1368901,"Tupa, kk, sauna, pukuh, terassi",1,NO,69000.0,48.5,1987,69000.0,62.1173701,27.0568972,285 km,3 hours 7 mins,2024-07-08,2024-08-05
"Pienikankaantie 38, Manamansalo, Vaala",https://www.etuovi.com/kohde/20685342,3h + k + s + vierasmaja + varasto + autotalli,4,YES,135000.0,68.0,2011,135000.0,64.40570559999999,27.1413745,602 km,7 hours 2 mins,2024-07-08,2024-08-05
"Huutoniementie 49, Huutoniemi, Karstula",https://www.etuovi.com/kohde/21869763,4h + k + s + aitta,,YES,119000.0,80.0,,119000.0,62.87068849999999,24.8199732,364 km,4 hours 5 mins,2024-07-08,2024-08-05
"Sarakyläntie 5494, Sarajärvi, Pudasjärvi",https://www.etuovi.com/kohde/w28792,Vapaa-ajan asunnoksi muutettu kaupparakennus,,NO,7990.0,260.0,1960,9900.0,65.79510535,27.33736346235066,744 km,8 hours 24 mins,2024-07-08,2024-08-05
"Metsärinteentie 91, Paksalo, Vihti",https://www.etuovi.com/kohde/21860366,"3 mh, tupakeittiö, terassi",3,NO,148000.0,76.0,1969,160000.0,60.4020421,24.1542891,74.2 km,1 hour 1 min,2024-07-08,2024-08-05
"Kertunmäentie 219, Partsimaa, Mäntyharju",https://www.etuovi.com/kohde/1367283,"Saunatupa, parvi, löylyhuone, parveke, kuisti",1,NO,80000.0,20.0,1988,80000.0,61.284757,27.09136,198 km,2 hours 24 mins,2024-07-08,2024-08-05
"Kaimäenpolku 28, Suikkala, Ruokolahti",https://www.etuovi.com/kohde/20086861,Tupa / k + mh + s + pkh + kuisti,2,NO,129000.0,39.5,2014,129000.0,61.290024,28.707387,285 km,3 hours 13 mins,2024-07-08,2024-08-05
"Kylmälahdentie 74, Virrat, Virrat",https://www.etuovi.com/kohde/575945,"Tupak, mh, et, kph, wc, parvi",2,NO,198000.0,47.0,,198000.0,62.2359167,23.6122762,271 km,2 hours 59 mins,2024-07-08,2024-08-05
"Hulkonlahdentie 36, Hartola, Hartola",https://www.etuovi.com/kohde/575708,"1 h, keittotila",1,NO,84000.0,25.5,1983,84000.0,61.631969,26.0935941,190 km,2 hours 3 mins,2024-07-08,2024-08-05
"Harjuntie 2a, JOKIJÄRVI, Taivalkoski",https://www.etuovi.com/kohde/21453600,"Talo 1: 5h, k, s, 2xwc. Talo 2(punainen): tupa, s / ph / wc",5,YES,250000.0,114.4,,250000.0,65.5629832,28.7859212,751 km,8 hours 17 mins,2024-07-08,2024-08-05
"Lunkinjärventie 68, Kokko, Forssa",https://www.etuovi.com/kohde/575660,"2h, k, pukuh, sauna",2,NO,180000.0,58.0,1974,198000.0,60.9322664,23.8081296,124 km,1 hour 28 mins,2024-07-08,2024-08-05
"Rastintie 115, Kärkkäälä, Suonenjoki",https://www.etuovi.com/kohde/20964744,"1h, kk, s, pukuh, kuisti",,NO,125000.0,33.0,2007,125000.0,62.683062,27.153103,337 km,3 hours 47 mins,2024-07-08,2024-08-05
"Iitankuja, Tuppela, Muhos",https://www.etuovi.com/kohde/w28473,2h + tupak + p,2,YES,62000.0,74.0,1993,62000.0,64.9367481,26.106069,614 km,6 hours 57 mins,2024-07-08,2024-08-05
"Itäperäntie 134, Pudasjärvi, Pintamojärvi, Pudasjärvi",https://www.etuovi.com/kohde/w28466,"Hirsipirtti, ulkosaunarakennus, aitta, savusauna, rantapalsta",2,NO,89000.0,67.0,1999,89000.0,65.457922,27.721167,725 km,8 hours 8 mins,2024-07-08,2024-08-05
"Maisematie 307, Simuna, Hämeenkyrö",https://www.etuovi.com/kohde/80357282,4h + k + takkah + askarteluh + s + kph + wc,4,NO,158000.0,100.0,1957,158000.0,61.63812939999999,23.196513,212 km,2 hours 12 mins,2024-07-08,2024-08-05
"Syväojantie 116, Ruovesi",https://www.etuovi.com/kohde/53755577,"Alakerrassa 2h + k + et + wc, yläkerrassa 2h, kellari avointa tilaa",4,YES,65000.0,90.0,,65000.0,62.011582,24.030211,246 km,2 hours 40 mins,2024-07-08,2024-08-05
"Vekarsalo -, Hurissalo, Puumala",https://www.etuovi.com/kohde/1366504,"Tupa, avokeittiö, mh, parvi, työhuone, käymälä",3,NO,218000.0,86.0,1991,218000.0,61.4,27.7,259 km,3 hours 2 mins,2024-07-08,2024-08-05
"Kivijärventie 719, Kivijärvenmaa, Sastamala",https://www.etuovi.com/kohde/80357294,4h + k + s + wc + var. + kellari + at + vierasmökki / var.,4,NO,229000.0,93.0,1982,229000.0,61.5237951,22.4342589,249 km,2 hours 42 mins,2024-07-08,2024-08-05
"Pajapurontie 79, Sumiainen, Äänekoski",https://www.etuovi.com/kohde/1367195,"1h, k, tupa, kuisti. Saunarakennus: tupa, sauna, var., kuisti",1,NO,129000.0,31.5,1984,139000.0,62.6473352,26.0101168,321 km,3 hours 33 mins,2024-07-08,2024-08-05
"Kuorikoskentie 539 C, Kumpumäki, Viitasaari",https://www.etuovi.com/kohde/80355819,2h + k + wc + ph + kph + s + kuisti,2,NO,119000.0,60.0,1979,129000.0,63.21923779999999,25.9886762,391 km,4 hours 21 mins,2024-07-08,2024-08-05
"Soukonlahdentie 37, Väärinmaja, Ruovesi",https://www.etuovi.com/kohde/21271841,"Tupakeittiö, 2 mh, khh, kph / wc, kuisti, terassi",,YES,350000.0,77.7,2008,350000.0,61.982789,24.2107548,251 km,2 hours 48 mins,2024-07-08,2024-08-05
"Liiosmäentie 59 a, Nurmaa, Mäntyharju",https://www.etuovi.com/kohde/21697341,Ok + 2 mh + s ph + terassit,3,NO,109000.0,59.0,1980,115000.0,61.3967215,26.6273315,180 km,1 hour 54 mins,2024-07-08,2024-08-05
"Hirvinevantie 196, Kurjenkylä, Virrat",https://www.etuovi.com/kohde/9800751,"2h, tupakeittiö, ph, s, wc",,YES,159000.0,67.0,2007,159000.0,62.33254849999999,23.3859572,301 km,3 hours 23 mins,2024-07-08,2024-08-05
"Kivirannantie 117, Kokkila, Juupajoki",https://www.etuovi.com/kohde/w28382,2h + tupakeittiö + wc + saunarakennus + aitta + varasto,4,NO,168000.0,67.0,1991,168000.0,60.3228677,22.937916,139 km,1 hour 32 mins,2024-07-08,2024-08-05
"Vähä-rytköntie 50, Muurla, Salo",https://www.etuovi.com/kohde/80357227,"2h, 2kk, 2 alko-ovi",2,NO,125000.0,45.0,1965,125000.0,60.3705951,23.3548895,106 km,1 hour 9 mins,2024-07-08,2024-08-05
"Outilanniementie 254c, Mikkeli",https://www.etuovi.com/kohde/67331470,"3h, k, kph, khh, s, wc, makuuparvi, terassit",3,YES,279000.0,105.0,2006,279000.0,61.5431745,27.496747,241 km,2 hours 42 mins,2024-07-08,2024-08-05
"Likasalmentie 3D, Torsanta, Puumala",https://www.etuovi.com/kohde/20230832,oh + rt + 3mh + wc + s + terassi,4,YES,300000.0,134.0,2007,300000.0,61.517119,28.5218388,309 km,3 hours 40 mins,2024-07-08,2024-08-05
"Koukkamanniementie 2, Kiveskylä, Paltamo",https://www.etuovi.com/kohde/21702172,Mökki + talousrakennukset,4,YES,49000.0,75.0,1960,59000.0,64.4514472,27.400168,619 km,6 hours 52 mins,2024-07-08,2024-08-05
"Lahdenkyläntie 20 C, Lahdenkylä, Kitee",https://www.etuovi.com/kohde/21726890,"tupakeittiö, mh, parvi, erillinen saunarak.",,YES,125000.0,73.0,2011,125000.0,61.9485342,30.2971521,419 km,4 hours 46 mins,2024-07-08,2024-08-05
"Mäkirekolantie 24, Kuhmoinen, Kuhmoinen",https://www.etuovi.com/kohde/574869,"3-4h, k, wc, ph, s, terassit",4,NO,595000.0,102.0,2003,595000.0,61.5360998,25.1731033,178 km,2 hours 3 mins,2024-07-08,2024-08-05
"Tuurintie 14, Virmaila, Padasjoki",https://www.etuovi.com/kohde/21251824,"Oh / k, 3mh, 2wc, kph, th, ph, ph / s, tekn.t / khh, terassi, kesäkeittiö + rantasauna / tupa + vierasmökki + venetalas + varasto",5,YES,580000.0,178.0,2003,580000.0,61.460967,25.321492,171 km,2 hours 6 mins,2024-07-08,2024-08-05
"Marjoniementie 185, Pirttiniemi, Heinola",https://www.etuovi.com/kohde/21158557,"Oh, k, rt, 3mh, kph, wc, ph / s, th, khh, vh, 2var, kuisti, parveke + autotalli / varasto ja rantasauna",5,YES,454000.0,170.5,1997,454000.0,61.2605557,26.036318,139 km,1 hour 26 mins,2024-07-08,2024-08-05
"Pirttiniementie 25, Pirttiniemi, Heinola",https://www.etuovi.com/kohde/20448981,"Oh, k, 3mh, kph, th, ph / s, khh, torni, autotalli / varasto + rantasauna, venevaja, autokatos ja varasto",5,YES,489000.0,150.0,1999,489000.0,61.2542461,26.039308808044787,138 km,1 hour 26 mins,2024-07-08,2024-08-05
"Meriinahontie 28 C, Hoilola, Joensuu",https://www.etuovi.com/kohde/9487615,"tupa, keittiö, alkovi, aitta, sauna, grillikatos, varasto, leikkimökki, puucee",3,NO,69000.0,50.0,,69000.0,62.3127218,30.86590279999999,453 km,5 hours 13 mins,2024-07-08,2024-08-05
"Hietasentie 116, Ukonniemi, Kangasniemi",https://www.etuovi.com/kohde/550118,"6h, k, 2xwc, kph, s",6,NO,569000.0,197.0,2000,569000.0,61.9061245,26.8259187,259 km,2 hours 59 mins,2024-07-08,2024-08-05
"Eteläsalontie 195, Liesjärvi, Keuruu",https://www.etuovi.com/kohde/574489,2h + tupak. + khh + s + parvi + wc,3,NO,188000.0,75.0,2007,188000.0,62.41656500000001,24.5136612,309 km,3 hours 32 mins,2024-07-08,2024-08-05
"Pynnölänsaarentie 393D, Hyyrylä, Kangasniemi",https://www.etuovi.com/kohde/573318,"Tupa, kk, alkovi, pukuhuone, s",1,NO,99000.0,46.0,1975,99000.0,62.1910306,26.5273618,266 km,3 hours 5 mins,2024-07-08,2024-08-05
"Metsä-Korkeentie 104, Ylinen, Ylöjärvi",https://www.etuovi.com/kohde/20360318,Mökki tai huvila,,YES,295000.0,104.0,2008,345000.0,61.6363746,23.5405765,208 km,2 hours 16 mins,2024-07-08,2024-08-05
"Huutsalmentie 33, Syyspohja, Ruokolahti",https://www.etuovi.com/kohde/575439,"4h, k, kph, s, wc",4,NO,159000.0,80.0,1988,159000.0,61.43006149999999,28.5403471,295 km,3 hours 19 mins,2024-07-08,2024-08-05
"Kaitajärventie 76, Möttönen, Perho",https://www.etuovi.com/kohde/21755902,Mökki tai huvila,,YES,115000.0,82.0,2012,115000.0,63.1942647,24.7257417,402 km,4 hours 35 mins,2024-07-08,2024-08-05
"Kesärannantie 24, Karjalohja, Lohja",https://www.etuovi.com/kohde/80355735,"4h, k, kph, 2x s, varasto, vierasmökki, terassi, ",4,NO,495000.0,115.0,2008,495000.0,60.2682691,23.6397798,95.1 km,1 hour 17 mins,2024-07-08,2024-08-05
"Piranniementie 190, Piimälahti, Rääkkylä",https://www.etuovi.com/kohde/1355645,Oh + kt + mh + yläkerran mh,3,NO,74000.0,60.0,1979,74000.0,62.31080269999999,29.9821122,431 km,4 hours 55 mins,2024-07-08,2024-08-05
"Ronko 41, Kuivaketvele, Taipalsaari",https://www.etuovi.com/kohde/21545606,"tupa, parvi, aurinkosähkö, luhtiaitta",,NO,156000.0,40.0,1987,156000.0,61.0993099,28.1560783,227 km,2 hours 36 mins,2024-07-08,2024-08-05
"Lomameijerintie 63, Kalkkinen, Asikkala",https://www.etuovi.com/kohde/574106,"Päärakennus, sali, keittiö, 5 majoitus huonetta",6,NO,295000.0,324.0,1928,295000.0,61.2949897,25.670693768691827,146 km,1 hour 45 mins,2024-07-08,2024-08-05
"Alanteentie 9, KIRKONKYLÄ - SAIMAA, Sulkava",https://www.etuovi.com/kohde/21464210,Art Deco Hotel and Restaurant Sulkava,6,YES,111000.0,240.0,1860,111000.0,61.7847449,28.3788873,301 km,3 hours 15 mins,2024-07-08,2024-08-05
"Härkätie 906, Letku, Tammela",https://www.etuovi.com/kohde/517544,"5h, k, saunaosasto, alakerran tilat",5,NO,545000.0,300.0,1988,545000.0,60.7202778,23.8024899,93.7 km,1 hour 15 mins,2024-07-08,2024-08-05
"Kärkkääläntie 300, AHVENSALMI - SAIMAA, Savonlinna",https://www.etuovi.com/kohde/20798844,tupa + keittiö + 2mh + wc + kylpyhuone + sauna / varasto + rantasauna + kuistit,3,YES,270000.0,75.0,2009,270000.0,62.17464219999999,28.509862,378 km,4 hours 21 mins,2024-07-08,2024-08-05
"Kierälahdenranta 35, Äänekoski",https://www.etuovi.com/kohde/1367595,"Asuntopuoli: 2h, k, kph / wc, kirjastoh, vh. Spa-puoli: uima-allashuone, kph, s, khh, viinikellari, wc, autotalli",4,NO,560000.0,145.0,2018,560000.0,62.589827,25.707462,303 km,3 hours 17 mins,2024-07-08,2024-08-05
"Muurolantie 185e, Miehikkälä",https://www.etuovi.com/kohde/56284405,tupak / oh + mh + et + wc + kph,2,NO,100000.0,65.0,1958,110000.0,60.7813516,27.6259661,199 km,2 hours 7 mins,2024-07-08,2024-08-05
"Koivikkoniementie 84, Palvalahti, Varkaus",https://www.etuovi.com/kohde/20660726,"Kuisti, et, pkh, kph, s, tupa / keittiö, 2 mh:tta",,YES,98000.0,64.0,,98000.0,62.242883,28.416348,352 km,3 hours 58 mins,2024-07-08,2024-08-05
"Hämeensaarentie 44, Salmenkylä, Kangasniemi",https://www.etuovi.com/kohde/574286,"3h, k, oh, wc, parvi",3,NO,268000.0,59.0,1988,268000.0,62.0086312,26.6284768,243 km,2 hours 40 mins,2024-07-08,2024-08-05
"Pajulahdentie 60c, Selänpää (Valkeala), Kouvola",https://www.etuovi.com/kohde/575010,"4h, k, pkh, ph, s, tal.rak., maakellari",4,NO,149000.0,70.0,1979,169000.0,60.9428269,26.8008859,147 km,1 hour 41 mins,2024-07-08,2024-08-05
"Lillandetintie 742, Nauvo, Parainen",https://www.etuovi.com/kohde/80356147,"2h, k, parvi ja iso lasitettu terassi",2,NO,168000.0,50.0,,168000.0,60.1743356,22.024101,203 km,2 hours 46 mins,2024-07-08,2024-08-05
"Lämsänkyläntie 309 C, Lämsänkylä, Kuusamo",https://www.etuovi.com/kohde/574604,"tupa, oh, k, mh, khh, 2 kph, s, et, tk",3,NO,159000.0,96.0,1960,159000.0,65.8459869,29.8689909,824 km,9 hours 3 mins,2024-07-08,2024-08-05
"Itälahdentie 28, Siikainen",https://www.etuovi.com/kohde/80356632,Mökki tai huvila,,NO,118000.0,45.0,1974,118000.0,61.897561,21.8304305,307 km,3 hours 30 mins,2024-07-08,2024-08-05
"Porrinlahdentie 213 C, Honkolankylä, Äänekoski",https://www.etuovi.com/kohde/21844212,Mökki tai huvila,,NO,119000.0,25.0,2000,119000.0,62.61508319999999,25.6258337,308 km,3 hours 25 mins,2024-07-08,2024-08-05
"Paajoentie 215, Sammallahti, Jämsä",https://www.etuovi.com/kohde/573373,Tilava tupa + 2 makuualkovia + keittosoppi + varasto + kuistit,3,NO,159000.0,41.0,1966,175000.0,61.859338,25.4990829,239 km,2 hours 54 mins,2024-07-08,2024-08-05
"Vaajaniementie 270B, Vaajaniemi, Rantasalmi",https://www.etuovi.com/kohde/20344446,2h + tupak + ph / wc + s + wc + lasitettuterassi,3,YES,139900.0,87.0,1976,139900.0,62.1201167,28.2206351,313 km,3 hours 26 mins,2024-07-08,2024-08-05
"Verkkolammintie 23 E, Sotkuma, Polvijärvi",https://www.etuovi.com/kohde/21616960,2 h + kk + pkh + s,2,NO,69000.0,49.0,1980,69000.0,62.7426942,29.52384709999999,427 km,4 hours 45 mins,2024-07-08,2024-08-05
"Mustikkakalliontie 53, Ohtaanniemi, Tuusniemi",https://www.etuovi.com/kohde/w27384,k + s + wc + 2h,2,YES,80000.0,68.0,2000,80000.0,62.8492773,28.5669677,416 km,4 hours 41 mins,2024-07-08,2024-08-05
"Pieni Poikkijärventie, Uva, Paltamo",https://www.etuovi.com/kohde/u96674,1h +  + k + s + ma + var,2,NO,49000.0,28.0,1982,49000.0,64.5711131,27.9556888,612 km,6 hours 49 mins,2024-07-08,2024-08-05
"Vilkintie 43, Lahdenperä, Orivesi",https://www.etuovi.com/kohde/80341974,2h + k + erillinen sauna / vapaa-ajan rakennus,2,NO,79000.0,45.0,1976,79000.0,61.8186472,24.6683893,239 km,2 hours 36 mins,2024-07-08,2024-08-05
"Kolvosentie 333, Makkola, Enonkoski",https://www.etuovi.com/kohde/1367048,"1h, s, lasitettu ja katettu kuisti",1,NO,69000.0,25.0,2003,69000.0,62.01481829999999,28.8884355,350 km,4 hours 0 mins,2024-07-08,2024-08-05
"Harjuntauksentie 48 D, Lemi",https://www.etuovi.com/kohde/80355668,3h + k + s,3,NO,60000.0,60.0,1992,60000.0,61.1255714,27.7080335,223 km,2 hours 36 mins,2024-07-08,2024-08-05
"Jokelan Turasalo 29, Taipalsaari",https://www.etuovi.com/kohde/62635184,"tupa, makuutila, kuisti, puucee",1,NO,49000.0,25.0,1961,49000.0,61.1162011,28.0768939,229 km,2 hours 38 mins,2024-07-08,2024-08-05
"Marjarinne 8, Rantakylä, Mikkeli",https://www.etuovi.com/kohde/21678366,"tupa, kk, s, ph",1,NO,129000.0,42.0,1967,129000.0,61.661058,27.2107035,222 km,2 hours 21 mins,2024-07-08,2024-08-05
"Erkkolantie 17D, Kemilä, Kuusamo",https://www.etuovi.com/kohde/20312499,1mh + tupa + k + saunarakennus + varasto,,YES,79000.0,33.3,1988,85000.0,65.87881329999999,29.4415576,806 km,8 hours 51 mins,2024-07-08,2024-08-05
"Lähdepurontie 4, Jämijärvi, Jämijärvi",https://www.etuovi.com/kohde/574619,"6mh, oh, k, ph, s, 3wc, varasto",6,NO,199000.0,168.0,2006,199000.0,61.7745551,22.7844495,243 km,2 hours 37 mins,2024-07-08,2024-08-05
"Myllyrannantie 130 C, Paakkila, Tuusniemi",https://www.etuovi.com/kohde/20736695,"1h, alkovi, kk, parvi, s",1,NO,99000.0,32.0,1995,99000.0,62.7777632,28.6004627,418 km,4 hours 42 mins,2024-07-08,2024-08-05
"Haukkaniementie 164, Kekkonen, Ruovesi",https://www.etuovi.com/kohde/20721931,3h + k + wc,3,YES,269000.0,57.0,1972,269000.0,61.857544,23.9892956,229 km,2 hours 29 mins,2024-07-08,2024-08-05
"Saarimetsäntie 66, Kytöjärvi, Riihimäki",https://www.etuovi.com/kohde/1366923,"Olohuone, makuutila, keittokomero, kuisti",2,NO,65000.0,24.0,1954,65000.0,60.6564827,24.6951856,62.8 km,49 mins,2024-07-08,2024-08-05
"Kaunissaarentie 6, Mikkeli",https://www.etuovi.com/kohde/1365436,"tupa, alkovi, sauna",1,NO,69000.0,22.5,1994,69000.0,61.630531,27.389725050000003,233 km,2 hours 29 mins,2024-07-08,2024-08-05
"Niemenkyläntie 106, Juokslahti, Jämsä",https://www.etuovi.com/kohde/21967751,"3h, k, ph, s, wc",3,YES,98000.0,72.0,1992,98000.0,61.9385592,25.3173507,232 km,2 hours 41 mins,2024-07-08,2024-08-05
"Pirttiniementie 135 b, Saarijärvi",https://www.etuovi.com/kohde/574136,"tupa, k, 2var, 2 mh, et, kuisti",,NO,89000.0,55.0,1981,89000.0,62.7960789,25.0005663,348 km,3 hours 51 mins,2024-07-08,2024-08-05
"Ansaniemenpolku 23, Mutala, Ylöjärvi",https://www.etuovi.com/kohde/w26636,"Päärakennus: tupakeittiö, makuuhuone, wc, parvitilat. Alakerrassa 2 huonetta, pesuhuone, sauna, tekninen tila. Talousrakennus (vanha mökki) n. 30m2, rantasauna 20m2.",4,NO,530000.0,150.0,2003,530000.0,61.66594439999999,23.6501188,210 km,2 hours 16 mins,2024-07-08,2024-08-05
"Pohjaniementie 556 B, Rauhajärvi, Kangasniemi",https://www.etuovi.com/kohde/37168278,"5h, k, kph, s, wc, parvi",5,YES,165000.0,76.0,,165000.0,61.90898050000001,26.9723099,265 km,2 hours 57 mins,2024-07-08,2024-08-05
"Heinirannantie 360c, Koutaniemi, Kajaani",https://www.etuovi.com/kohde/20683781,"3h, k, s",3,YES,229000.0,96.0,2007,229000.0,64.24765409999999,27.4724202,562 km,6 hours 9 mins,2024-07-08,2024-08-05
"Alangontie 45 , Seläntaus, Pihtipudas",https://www.etuovi.com/kohde/w26488,3h + tupak + kph + s + p,4,YES,145000.0,86.5,2007,145000.0,63.3366486,25.4950511,403 km,4 hours 29 mins,2024-07-08,2024-08-05
"Somparannantie 17 c, Luikonlahti, Kaavi",https://www.etuovi.com/kohde/80355811,3h + tupakeittiö + parvi + Wc + kph + s + autotalli,4,NO,149000.0,86.5,2010,149000.0,62.86098269999999,28.926882,436 km,4 hours 54 mins,2024-07-08,2024-08-05
"Jaanuntie 41, Kuhmalahti, Kangasala",https://www.etuovi.com/kohde/1368130,"Päämökki: 2h, k, parvi. Saunamökki: tupa, kk, s, et",2,NO,164000.0,27.5,1989,164000.0,61.510481,24.627636,180 km,2 hours 11 mins,2024-07-08,2024-08-05
"Sumperintie 12, Vesijako, Padasjoki",https://www.etuovi.com/kohde/574394,"tupakeittiö, makuuhuone, terassi",2,NO,110000.0,20.5,1995,110000.0,61.38594810000001,25.0498569,162 km,1 hour 58 mins,2024-07-08,2024-08-05
"Tervalahdentie 64 B, Vuotjärvi, Kuopio",https://www.etuovi.com/kohde/v29423,"tupakeittiö, parvi, pkh, sauna, kuisti + aitta (2mh)",,NO,125000.0,38.0,2007,125000.0,63.15960860000001,28.2319597,445 km,4 hours 53 mins,2024-07-08,2024-08-05
"Jokisalontie 20, Halli, Jämsä",https://www.etuovi.com/kohde/1366097,"2h, tupa, k, wc, eteistila, kuisti",2,NO,360000.0,100.0,1920,395000.0,61.8619823,25.1802074,219 km,2 hours 30 mins,2024-07-08,2024-08-05
"Vuorilahdentie 965, Kannonkoski, Kannonkoski",https://www.etuovi.com/kohde/20876630,"Tupa / kk, makuusoppi, kph, wc, sauna sekä terassi .",,NO,179000.0,37.0,2007,179000.0,62.9600892,25.529574,361 km,4 hours 4 mins,2024-07-08,2024-08-05
"Raatisentie 521, Hankamäki, Hankasalmi",https://www.etuovi.com/kohde/574432,"Tupakeittiö, sauna, pukuhuone / eteinen, lasitettu terassi",,NO,69000.0,30.0,1989,69000.0,62.3807578,26.5108709,287 km,3 hours 11 mins,2024-07-08,2024-08-05
"Kuusijärvi 13, Löytäne, Orivesi",https://www.etuovi.com/kohde/1367932,"1h, k, rt, parvi",1,NO,119000.0,30.0,1993,129000.0,61.5695959,24.8243392,191 km,2 hours 23 mins,2024-07-08,2024-08-05
"Sysmäntie 1056A, Judinsalo, Luhanka",https://www.etuovi.com/kohde/20733649,"huone, keittiö, wc, parvi",,NO,247000.0,58.0,2000,247000.0,61.7391786,25.5646309,215 km,2 hours 22 mins,2024-07-08,2024-08-05
"Murrinmetsäntie 128 a, Kuhmoinen, Kuhmoinen",https://www.etuovi.com/kohde/574390,"tupa, huone, sauna",2,NO,76000.0,48.0,2006,76000.0,61.6036088,25.1983566,187 km,2 hours 12 mins,2024-07-08,2024-08-05
"Varpusenlinna 170, Vespuoli, Jyväskylä",https://www.etuovi.com/kohde/21999972,"tupa, keittiö, makuuhuone, parvi, huone, katettu / lasitettu terassi",2,YES,225000.0,50.0,,225000.0,61.94232929999999,25.6666594,236 km,2 hours 38 mins,2024-07-08,2024-08-05
"Heinunniementie 443, Pihtipudas",https://www.etuovi.com/kohde/80354097,Tupakeittiö,1,NO,77000.0,21.0,1992,77000.0,63.2836068,25.674783,389 km,4 hours 20 mins,2024-07-08,2024-08-05
"Rietajärventie 199, Renko, Hämeenlinna",https://www.etuovi.com/kohde/80354421,"Oh, 2xh, kk, katettu kuisti, vierash. / liiteri, puucee, sauna / suihku / pkh, huvimaja.",3,NO,185000.0,54.0,2000,189000.0,60.8087911,24.1065428,107 km,1 hour 18 mins,2024-07-08,2024-08-05
"Lehtikuusentie 1, Sotkamo",https://www.etuovi.com/kohde/80354982,Mökki + saunamökki + grillikota + laavu,,NO,209000.0,25.0,2016,209000.0,64.1151491,28.33662,583 km,6 hours 20 mins,2024-07-08,2024-08-05
"Unnekiventie 124, Parkkuu, Ylöjärvi",https://www.etuovi.com/kohde/20590928,Mökki tai huvila,3,YES,499000.0,108.5,,499000.0,61.77592549999999,23.7494242,231 km,2 hours 31 mins,2024-07-08,2024-08-05
"Hirvisaari 79, Hirvisaari, Lappeenranta",https://www.etuovi.com/kohde/80354161,"2MH, TUPA, K, PARVI, WC, PH, S",3,NO,215000.0,54.0,2007,215000.0,61.1073723,28.2774709,231 km,2 hours 38 mins,2024-07-08,2024-08-05
"Salakkaniementie 112, Ruuhijärvi, Lahti",https://www.etuovi.com/kohde/80354657,"Tupa + mh + k + s + ph + parvi, terassi",2,NO,118000.0,64.0,1991,118000.0,61.0362441,25.9784505,122 km,1 hour 23 mins,2024-07-08,2024-08-05
"Auttilantie 45, Ponsa, Kangasala",https://www.etuovi.com/kohde/574007,"3h, k, wc, khh, kph, s",3,NO,279000.0,81.6,2010,279000.0,61.556312,24.3423665,172 km,2 hours 0 mins,2024-07-08,2024-08-05
"Juurikkajärventie 314, Sievi",https://www.etuovi.com/kohde/80354350,1 + s,,NO,46000.0,14.0,2015,46000.0,63.7615481,24.947299,462 km,5 hours 21 mins,2024-07-08,2024-08-05
"Pirttikulmantie 282, Päijälä, Kuhmoinen",https://www.etuovi.com/kohde/21141522,"Päämökki, rantasauna, ulkorakennuksia",,NO,79000.0,60.0,,79000.0,61.5527927,24.9986644,190 km,2 hours 14 mins,2024-07-08,2024-08-05
"Ruisvainiontie 9, Kämmenniemi, Tampere",https://www.etuovi.com/kohde/21657311,"2h + k + kph / s / wc + parvi + terassi, rantasauna ja saunakamari",,YES,379000.0,66.5,,399000.0,61.6365333,23.9141504,195 km,2 hours 3 mins,2024-07-08,2024-08-05
