address,url,description,rooms,winterized,price,original_price,surface,year,latitude,longitude,distance,duration,first_posting_date,last_posting_date
"Majaniementie 24, Nerkoo, Kihniö",https://www.etuovi.com/kohde/20036103,"Tupa + mh, tupa + sauna",2.0,NO,198000.0,198000.0,25.0,2024.0,62.135488,23.193626,282 km,3 hours 3 mins,2024-07-08,2024-07-08
"Tirvantie 161g, Kaipiainen, Kouvola",https://www.etuovi.com/kohde/21611229,tupak + 3h + pkh + s,3.0,NO,69000.0,69000.0,25.0,1962.0,60.9047148,27.1060727,157 km,1 hour 45 mins,2024-07-08,2024-07-08
"Louhikonmäentie 240, Halkosaari, Seinäjoki",https://www.etuovi.com/kohde/581143,3h + k + s + ph + parvi + lasitettu terassi,3.0,NO,129000.0,129000.0,52.0,1989.0,62.883357,22.705308,371 km,4 hours 3 mins,2024-07-08,2024-07-08
"Kiviniementie 422, Paimela, Hollola",https://www.etuovi.com/kohde/580586,"2 huonetta, kuisti",2.0,NO,99000.0,99000.0,48.0,1939.0,61.0716124,25.599004,121 km,1 hour 23 mins,2024-07-08,2024-07-08
"Puutturintie 87, Sanginkylä, Utajärvi",https://www.etuovi.com/kohde/581043,"Tupa, kamari ja sauna",1.0,NO,43000.0,43000.0,26.0,1980.0,64.8710705,26.6951736,620 km,7 hours 4 mins,2024-07-08,2024-07-08
"Haukkolahdentie 228, Hurissalo, Puumala",https://www.etuovi.com/kohde/1372641,"3h, k, kph, khh, wc",3.0,NO,295000.0,295000.0,90.7,2006.0,61.423021,27.711236,253 km,2 hours 54 mins,2024-07-08,2024-07-08
"Kemilänniementie 211 D, Kemilänniemi, Pielavesi",https://www.etuovi.com/kohde/21115885,"tupakeittiö, mh, parvi, kh, s, parveke, terassi",3.0,YES,138000.0,138000.0,92.0,1993.0,63.120885,26.628983,399 km,4 hours 36 mins,2024-07-08,2024-07-08
"Tallimäentie 234, Isojärvi, Multia",https://www.etuovi.com/kohde/20649641,"Mökki, nukkuma-aitta, sauna, puucee",,NO,55000.0,55000.0,19.0,,60.855876,26.85347,145 km,1 hour 39 mins,2024-07-08,2024-07-08
"Pirttiniementie 60f, Pirttiniemi, Kajaani",https://www.etuovi.com/kohde/20235167,"Tupa + k + 2makuusoppea + vh, rantasauna, aittavar / liiteri / puucee, var",,NO,109000.0,109000.0,55.0,1982.0,62.082336,28.937875,359 km,4 hours 2 mins,2024-07-08,2024-07-08
"Seppäläntie 5, Nurmes",https://www.etuovi.com/kohde/46868019,1h,1.0,NO,58000.0,58000.0,38.0,1976.0,63.5226377,29.0164678,510 km,5 hours 31 mins,2024-07-08,2024-07-08
"Murtojärventie, Hammaslahti, Joensuu",https://www.etuovi.com/kohde/35696185,"Huvila, Hammaslahti, Murtojärvi",3.0,YES,158000.0,158000.0,100.0,2008.0,62.43333,29.96667,433 km,4 hours 51 mins,2024-07-08,2024-07-08
"Eerikintie 1 B, Ranua",https://www.etuovi.com/kohde/580427,oh + k + pkh + s,1.0,NO,67000.0,67000.0,36.0,1971.0,66.2076831,26.8482627,803 km,9 hours 2 mins,2024-07-08,2024-07-08
"Kurkisenniementie 6 B, Hyrynsalmi, Hyrynsalmi",https://www.etuovi.com/kohde/20585326,Mökki + vierasmaja / kuivakäymälä + hirsilato,,NO,46500.0,46500.0,24.6,2018.0,64.5552159,28.6849433,626 km,7 hours 5 mins,2024-07-08,2024-07-08
"Soinintie 565 b, Iitti, Iitti",https://www.etuovi.com/kohde/20553375,"Tupakeittiö, pukuhuone, sauna ja terassi",,NO,95000.0,95000.0,33.0,1990.0,60.9736103,26.2270054,142 km,1 hour 37 mins,2024-07-08,2024-07-08
"Rauhalantie 25 B, Ämmänsaari, Suomussalmi",https://www.etuovi.com/kohde/48704110,Tupa + k + vh + katettu kuisti. Rantasauna + kesäk. + varastorak. + halkovaja + lato + ulkohuusi,1.0,NO,64000.0,64000.0,46.5,1964.0,64.871532,28.953258,656 km,7 hours 11 mins,2024-07-08,2024-07-08
"Sarviniemi 96, Sarviniemi, Luumäki",https://www.etuovi.com/kohde/21263485,Mökki + rantasauna,2.0,NO,130000.0,130000.0,50.0,1945.0,60.987573,27.822801,204 km,2 hours 19 mins,2024-07-08,2024-07-08
"Koiraniementie 50, Kangasniemi",https://www.etuovi.com/kohde/1372464,"1h, kk, parvi",1.0,NO,139000.0,139000.0,25.0,1999.0,61.8895924,26.6898061,253 km,2 hours 52 mins,2024-07-08,2024-07-08
"Linnataival 167, Raikku, Kangasala",https://www.etuovi.com/kohde/1373054,"saunatupa + parvi, aitta, huvimaja, varasto / kompostiwc",1.0,NO,129000.0,129000.0,20.0,1998.0,61.4184913,24.2697306,148 km,1 hour 41 mins,2024-07-08,2024-07-08
"Vihtavaarantie 30B, Kitee, Kitee",https://www.etuovi.com/kohde/21855073,tupakeittiö + makuuhuonee + tilava parvi,1.0,NO,179000.0,179000.0,40.0,1995.0,62.1357439,29.5733167,391 km,4 hours 23 mins,2024-07-08,2024-07-08
"Lehtisensaari , Lehtisensaari, Orivesi",https://www.etuovi.com/kohde/w39377,s + tupak,,NO,89500.0,89500.0,36.0,1985.0,61.681014,24.358524,210 km,2 hours 9 mins,2024-07-08,2024-07-08
"Jukasentie 215B, Uiminniemi, Lemi",https://www.etuovi.com/kohde/578878,"tupa, kk, alkovi",1.0,NO,129000.0,129000.0,49.0,1979.0,61.051238,27.686376,214 km,2 hours 27 mins,2024-07-08,2024-07-08
"Syväniementie 57 B, Rautalampi",https://www.etuovi.com/kohde/579185,"Tupa, rt, oh, mh, parvi, ph, sauna + rantasauna / mh + 3 mh vierastalossa",4.0,NO,297000.0,297000.0,86.0,1980.0,62.4976106,26.6354552,309 km,3 hours 31 mins,2024-07-08,2024-07-08
"Seipeläntie 39c, Puolanka",https://www.etuovi.com/kohde/57000056,"Tupakeittiö, parvi, pukuhuone ja sauna",,NO,,,30.0,,64.9136596,28.1937656,663 km,7 hours 30 mins,2024-07-08,2024-07-08
"Vääräsaari 27   , Hanhitaipale, Rautalampi",https://www.etuovi.com/kohde/w29688,2 mh + tupakeittiö,3.0,NO,210000.0,210000.0,60.0,2013.0,62.125037,28.650769,382 km,4 hours 27 mins,2024-07-08,2024-07-08
"Joonaantie 51, Nastola, Lahti",https://www.etuovi.com/kohde/80360984,"3mh, k, oh, rt, 2xwc, khh, pkh, s, kinohuone, viinikylmiö, lasit.parv., parv., ter., rantasauna, vierasmaja",5.0,NO,999000.0,999000.0,122.3,2013.0,60.963978,25.9570517,115 km,1 hour 17 mins,2024-07-08,2024-07-08
"Hämyläntie 120, Haukkamaa, Ruovesi",https://www.etuovi.com/kohde/581020,"Iso tupakeittiö, mh, pukuh, kph, s",2.0,NO,135000.0,135000.0,52.0,1997.0,62.05,23.75,271 km,3 hours 3 mins,2024-07-08,2024-07-08
"Jyrkänlahdentie 5, Harmoinen/Jokioinen, Padasjoki",https://www.etuovi.com/kohde/21154052,"Oh, k, 2mh, kph, parvi, terassi + rantasauna ja tupa",3.0,YES,398000.0,398000.0,72.0,2005.0,61.472109,25.217721,174 km,2 hours 3 mins,2024-07-08,2024-07-08
"Kirkkonen Sinisalo, Jormaskylä, Sotkamo",https://www.etuovi.com/kohde/20877741,Oleskelukammari + keititö,,NO,35000.0,35000.0,19.0,,64.135868,28.401824,589 km,6 hours 27 mins,2024-07-08,2024-07-08
"Pellikanlahdentie 10, Kynsiniemi, Pellikanlahti, Nurmes",https://www.etuovi.com/kohde/36345127,"2h, k",2.0,YES,115000.0,115000.0,60.0,1970.0,63.509893,29.125019,514 km,5 hours 37 mins,2024-07-08,2024-07-08
"Kierinniementie 41, Pohjoisjärvi, Keuruu",https://www.etuovi.com/kohde/w44943,4h + k + vh + kph + s + wc + khh + at,4.0,YES,345000.0,345000.0,125.0,2011.0,62.653183,26.662853,328 km,3 hours 48 mins,2024-07-08,2024-07-08
"Niemelän rantatie 11, Okerla, Hämeenlinna",https://www.etuovi.com/kohde/21814221,Tupa + keittotila + makuusoppi + sauna + pukuhuone,,NO,88000.0,88000.0,43.0,,61.126105,24.557924,119 km,1 hour 20 mins,2024-07-08,2024-07-08
"Veneenniementie 64, Kerimäki, Savonlinna",https://www.etuovi.com/kohde/w39927,Hotelli 96h,6.0,YES,1090000.0,1090000.0,5676.0,1990.0,61.9216521,29.3058976,351 km,3 hours 56 mins,2024-07-08,2024-07-08
"Kataaniementie 151, Kangasniemi",https://www.etuovi.com/kohde/1372933,"1h, k, parvi ja wc (pakastava). Rantasauna, kesäkeittiö, aitta, varasto",1.0,NO,130000.0,130000.0,30.0,2017.0,62.0627368,26.737176000000005,257 km,2 hours 57 mins,2024-07-08,2024-07-08
"Musapolku 121, Kuohenmaan, Kangasala",https://www.etuovi.com/kohde/20968663,1h + kk + veranta + parvi,1.0,NO,167000.0,167000.0,24.0,,61.3465617,24.0913566,152 km,1 hour 45 mins,2024-07-08,2024-07-08
"Risuniementie 31, Muurikkala, Miehikkälä",https://www.etuovi.com/kohde/577438,"tupakeittiö, makuutila, s, terassi",2.0,NO,89500.0,89500.0,27.0,1978.0,60.6870693,27.9114829,194 km,2 hours 2 mins,2024-07-08,2024-07-08
"Levänomaisentie 468, Hatsola, Juva",https://www.etuovi.com/kohde/580029,"Tupa, keittiö, makuuhuone",2.0,NO,110000.0,110000.0,50.0,1995.0,61.795091,27.884046,272 km,2 hours 56 mins,2024-07-08,2024-07-08
"Pettäisentie 491, Syvänniemi Airaksela, Kuopio",https://www.etuovi.com/kohde/20774813,2h + k,2.0,NO,120000.0,120000.0,34.0,2006.0,62.79343009999999,27.3043609,372 km,4 hours 18 mins,2024-07-08,2024-07-08
"Valkijärventie 44, Mouhijärvi, Sastamala",https://www.etuovi.com/kohde/80364707,Tupa + 2mh + k + s,3.0,NO,79000.0,79000.0,38.0,1972.0,61.511614,23.014441,212 km,2 hours 13 mins,2024-07-08,2024-07-08
"Unarintie 894, Meltaus, Rovaniemi",https://www.etuovi.com/kohde/21518522,Tupa + k + mh + et + wc + terassi,2.0,NO,97000.0,97000.0,40.0,1986.0,66.9882868,25.5104425,888 km,10 hours 3 mins,2024-07-08,2024-07-08
"Barksjöntie 58, Bollstad, Raasepori",https://www.etuovi.com/kohde/21614487,"2h, k",2.0,NO,279000.0,279000.0,53.0,,60.10893,23.53143,103 km,1 hour 17 mins,2024-07-08,2024-07-08
"Hakamäentie 38, Luhalahti, Ikaalinen",https://www.etuovi.com/kohde/21277963,takkatupa + kk + makuuparvi + lasiveranta,1.0,NO,158000.0,158000.0,40.0,1988.0,61.7863973,23.24357,228 km,2 hours 31 mins,2024-07-08,2024-07-08
"Joenniskantie 240c, Joenniska, Kannonkoski",https://www.etuovi.com/kohde/w44872,tupak + kk + s + katettu terassi,,NO,55000.0,55000.0,30.0,1975.0,62.980543,25.325738,368 km,4 hours 5 mins,2024-07-08,2024-07-08
"Hämeensuontie 393, Maaninka",https://www.etuovi.com/kohde/1373026,"Tupakeittiö, 2mh, wc + sauna / aittarakennus",3.0,NO,79000.0,79000.0,40.0,1975.0,63.1660196,27.351941,428 km,4 hours 38 mins,2024-07-08,2024-07-08
"Kaivannontie 580, Kaipola, Jämsä",https://www.etuovi.com/kohde/w44868,tupakeittiö + alkovi + s + parvi,1.0,NO,198000.0,198000.0,52.0,1995.0,62.06153219999999,25.0563155,245 km,3 hours 0 mins,2024-07-08,2024-07-08
"Metsätie 93, Kutajoki, Hollola",https://www.etuovi.com/kohde/580600,"Tupa, mh, kk, parvi",2.0,NO,229000.0,229000.0,47.0,2001.0,61.070688,25.709539,115 km,1 hour 17 mins,2024-07-08,2024-07-08
"Pekkasenniementie (Uimintie 848), Ahtiala, Lemi",https://www.etuovi.com/kohde/579688,"tupa, kk, mh, terassi",2.0,NO,88000.0,88000.0,56.0,1964.0,61.0294498,27.7028565,213 km,2 hours 21 mins,2024-07-08,2024-07-08
"Vehkansivu, Kuokkala, Savonlinna",https://www.etuovi.com/kohde/w44847,"Tupak, mh, kph, s, wc, et, kuisti, kell, yläkrt 2 vajaakork. h",4.0,YES,69000.0,69000.0,70.0,1952.0,61.9887662,29.1072401,358 km,4 hours 4 mins,2024-07-08,2024-07-08
"Majakalliontie 80, Ristiina, Mikkeli",https://www.etuovi.com/kohde/566295,1h,1.0,NO,129000.0,129000.0,30.0,1935.0,61.4626761,27.4999621,239 km,2 hours 39 mins,2024-07-08,2024-07-08
"Paasniementie 866, Yläkuona, Savonlinna",https://www.etuovi.com/kohde/21148423,2h + tupa + ph + terassi,3.0,YES,98000.0,98000.0,40.0,2008.0,62.10675750000001,29.3976705,378 km,4 hours 20 mins,2024-07-08,2024-07-08
"Vesteriläntie 57, Ehunsalmi, Jämsä",https://www.etuovi.com/kohde/580829,tupa + kk + mh + s + pukuhuone,2.0,NO,85000.0,85000.0,29.0,1982.0,62.009674,24.931097,244 km,2 hours 54 mins,2024-07-08,2024-07-08
"Aittolahdentie 4d, Kuohatti, Nurmes",https://www.etuovi.com/kohde/47040757,"2h, k, kph, wc + saunatupa, kph, s + aitta 2h",,YES,117000.0,117000.0,40.0,1989.0,63.65122849999999,29.4056373,531 km,5 hours 52 mins,2024-07-08,2024-07-08
"Rusolammentie 170, Äitsaari, Ruokolahti",https://www.etuovi.com/kohde/80364817,3h + k,3.0,NO,188000.0,188000.0,80.0,1969.0,61.3,28.58333,290 km,3 hours 15 mins,2024-07-08,2024-07-08
"Luhanksaari, Luhanka, Luhanka",https://www.etuovi.com/kohde/580760,"1h, kk, terassi",1.0,NO,129500.0,129500.0,30.0,1985.0,61.7827541,25.7027071,231 km,2 hours 33 mins,2024-07-08,2024-07-08
"Lintusalontie (Kurensalo) 1028, Luukkola, Puumala",https://www.etuovi.com/kohde/20292396,"tupa, makuunurkkaus, keittiö, parvella makuutilaa (ei seisomakorkeus)",1.0,NO,69000.0,69000.0,32.0,,61.4229184,28.0986848,310 km,3 hours 51 mins,2024-07-08,2024-07-08
"Kassinsaari 45, Visuvesi, Ruovesi",https://www.etuovi.com/kohde/580988,Tupa ja makuutila,1.0,NO,105000.0,105000.0,15.0,1980.0,62.1238298,23.9211335,260 km,2 hours 50 mins,2024-07-08,2024-07-08
"Riitalankuja 9, Räyskälä, Loppi",https://www.etuovi.com/kohde/80364777,1h + kk + s,1.0,NO,35000.0,35000.0,20.0,1972.0,60.7500046,24.0571191,106 km,1 hour 15 mins,2024-07-08,2024-07-08
"Kristallikuja 25, Porras, Tammela",https://www.etuovi.com/kohde/20259295,"1h, tupak., et + rantasauna + at",2.0,YES,288000.0,288000.0,40.0,1933.0,60.786967,24.0474195,106 km,1 hour 17 mins,2024-07-08,2024-07-08
"Paakkunalantie, Punkaharju, Vaara, Savonlinna",https://www.etuovi.com/kohde/20090744,Mökki tai huvila,,NO,0.0,0.0,,,61.7559118,29.3930643,341 km,3 hours 46 mins,2024-07-08,2024-07-08
"Ritoniementie 211, Sulkava",https://www.etuovi.com/kohde/564646,"4h, k, kph, wc, parvi",4.0,NO,189000.0,189000.0,80.0,2008.0,61.6502212,28.5766508,327 km,3 hours 38 mins,2024-07-08,2024-07-08
"Tulivedentie, Kyrönlahti, Ylöjärvi",https://www.etuovi.com/kohde/20993686,"tupakeittiö, parvi",,NO,115000.0,115000.0,30.3,1977.0,61.7786367,23.5087095,215 km,2 hours 17 mins,2024-07-08,2024-07-08
"Karhusuontie 253, Lappeenranta",https://www.etuovi.com/kohde/62179278,"tupa, makuutila, keittokomero",,NO,89000.0,89000.0,33.0,1987.0,60.8572736,27.911087315208825,220 km,2 hours 25 mins,2024-07-08,2024-07-08
"Rantaniitynpolku 48, Radansuu, Iitti",https://www.etuovi.com/kohde/80365075,"Tupakeittiö.alkovi, kph, s, lämmin kuisti, terassi, aitta, kasvihuone, var, liiteri",1.0,NO,99000.0,99000.0,42.0,2014.0,60.9295215,26.3787784,140 km,1 hour 33 mins,2024-07-08,2024-07-08
"Suontauksentie 52c, Jumiskylä, Lapinlahti",https://www.etuovi.com/kohde/576113,"3h, k, kph, parvi",3.0,NO,145000.0,145000.0,60.0,2001.0,63.3667365,27.3921568,442 km,4 hours 44 mins,2024-07-08,2024-07-08
"Ulmostenniementie 79, Kirkkola, Hartola",https://www.etuovi.com/kohde/580526,"2h, tupakeittiö, wc, parvi",2.0,NO,272000.0,272000.0,53.5,2005.0,61.64970399999999,25.9133361,187 km,2 hours 0 mins,2024-07-08,2024-07-08
"Lummelahdentie 297, Suomenniemi, Mikkeli",https://www.etuovi.com/kohde/1368330,"2 mh, iso tupa, parvi, parveke, kuisti",3.0,NO,157000.0,157000.0,63.4,1991.0,61.3598385,27.294883956129027,221 km,2 hours 29 mins,2024-07-08,2024-07-08
"Nöyleppilammentie 217, Jaala, Kouvola",https://www.etuovi.com/kohde/21908795,2 pientä mökkiä + sauna,,NO,78000.0,78000.0,20.0,,61.1686598,26.5207383,169 km,2 hours 1 min,2024-07-08,2024-07-08
"Heinäsensaari, LINTUSALO, Puumala",https://www.etuovi.com/kohde/80365403,Tupa + sauna,1.0,NO,68000.0,68000.0,25.0,1994.0,61.378739,28.1179232,320 km,4 hours 4 mins,2024-07-08,2024-07-08
"Naulaniementie 219, Judinsalo, Luhanka",https://www.etuovi.com/kohde/580688,"Tupa, pkh, s, terassi",2.0,NO,179000.0,179000.0,30.0,1991.0,61.692137,25.546896,214 km,2 hours 28 mins,2024-07-08,2024-07-08
"Tölppäintie 66, Ranta-Toivala, Kuopio",https://www.etuovi.com/kohde/21703488,"3h + k + kph / wc, kuisti.",3.0,YES,220000.0,220000.0,85.0,1971.0,62.941484,27.7802892,406 km,4 hours 25 mins,2024-07-08,2024-07-08
"Kiviniemi 8, Pyhätunturi, Pelkosenniemi",https://www.etuovi.com/kohde/80362536,keittiö + tupa + 3mh + pesuhuone + sauna + wc + iso parvi,4.0,NO,265000.0,265000.0,100.0,1984.0,67.0138889,27.1494444,954 km,10 hours 49 mins,2024-07-08,2024-07-08
"Kalmasaarentie 243, Pohjalankila, Ruokolahti",https://www.etuovi.com/kohde/1299688,"1h, avok, s",1.0,NO,84000.0,84000.0,34.0,1969.0,61.434109,28.994795,295 km,3 hours 20 mins,2024-07-08,2024-07-08
"Hoikontie 662, Lammi, Hämeenlinna",https://www.etuovi.com/kohde/579414,"tupa, kk, mh, takkahuone, parvi, psh, s, parveke, terassi",3.0,NO,168000.0,168000.0,84.0,2004.0,61.1555293,25.1464479,131 km,1 hour 43 mins,2024-07-08,2024-07-08
"Saviniementie 70, Iittala Unoinen, Hämeenlinna",https://www.etuovi.com/kohde/579318,"3h, k, wc",3.0,NO,95000.0,95000.0,57.0,1964.0,61.08666050000001,24.0951185,120 km,1 hour 18 mins,2024-07-08,2024-07-08
"Kokkoniemi 22, Kynsiperä, Posio",https://www.etuovi.com/kohde/20009008,3h + s,,NO,59000.0,59000.0,48.0,1973.0,65.9105919,28.1183188,793 km,9 hours 0 mins,2024-07-08,2024-07-08
"Peräjärventie 270, Längelmäki, Rasi, Jämsä",https://www.etuovi.com/kohde/20775678,"Tupakeittiö, parvi, wc + sauna / vanha mökki: tupakeittiö, pkh, s",2.0,YES,135000.0,135000.0,31.5,2017.0,61.69768639999999,24.8813712,243 km,2 hours 38 mins,2024-07-08,2024-07-08
"Avokidantie 38, Punkaharju, Savonlinna",https://www.etuovi.com/kohde/20515798,tupak + 2mh + pukuh + s,,NO,99000.0,99000.0,50.0,1975.0,61.7787733,29.4436802205988,347 km,3 hours 56 mins,2024-07-08,2024-07-08
"Hiltulanniementie 45, Auho, Puolanka",https://www.etuovi.com/kohde/21225239,Tupa + k + mh + parvi + pkh + sauna,,NO,69000.0,69000.0,40.0,2000.0,64.99371649999999,27.5831775,671 km,7 hours 33 mins,2024-07-08,2024-07-08
"Laiturinniementie 134, Panka, Pielavesi",https://www.etuovi.com/kohde/1373505,"tupa, 1mh, khh, s, parvitila + mh, terassi",1.0,NO,132000.0,132000.0,80.0,2006.0,63.23245000000001,26.755677,414 km,4 hours 44 mins,2024-07-08,2024-07-08
"Kuokkasenrannantie 35, Kuokkasenranta, Nurmes",https://www.etuovi.com/kohde/32355886,"2mh, tupakeittiö, kph, terassi",3.0,NO,128000.0,128000.0,76.0,2002.0,63.53435169999999,28.9720347,510 km,5 hours 35 mins,2024-07-08,2024-07-08
"Mäntysaari 120, Riihiranta, Leppävirta",https://www.etuovi.com/kohde/1373274,"3h, kk, wc",3.0,NO,43000.0,43000.0,38.0,1979.0,62.43889319999999,27.909725,351 km,3 hours 50 mins,2024-07-08,2024-07-08
"Itäranta 18, Pihtipudas",https://www.etuovi.com/kohde/80364665,tupak + mh + et + vr + terassi,2.0,NO,89000.0,89000.0,54.5,2003.0,63.3944031,25.6284947,402 km,4 hours 27 mins,2024-07-08,2024-07-08
"Iso-Jussilantie 64, Kerte, Jämsä",https://www.etuovi.com/kohde/580899,"3h, k, psh, kuisti",3.0,NO,139000.0,139000.0,78.5,1938.0,61.97670650000001,24.8075693,264 km,2 hours 51 mins,2024-07-08,2024-07-08
"Puljuntie 2320, Pulju, Kittilä",https://www.etuovi.com/kohde/580918,tupa + parvi + s,1.0,NO,28000.0,28000.0,22.0,1994.0,68.2371443,24.8188593,"1,044 km",12 hours 4 mins,2024-07-08,2024-07-08
"Sihvonlahti 286, Hirvisalo, Heinola",https://www.etuovi.com/kohde/580863,"2h, tupa, k, vh",3.0,NO,318000.0,318000.0,48.0,1981.0,61.27807010000001,26.2498327,156 km,1 hour 43 mins,2024-07-08,2024-07-08
"Haukkasaarentie 7, Kyynämöinen, Uurainen",https://www.etuovi.com/kohde/580766,"tupakeittiö, parvi, sauna, pukuhuone",1.0,NO,129000.0,129000.0,23.6,2009.0,62.52727679999999,25.1989912,314 km,3 hours 34 mins,2024-07-08,2024-07-08
"Oravasaarentie 185, Lassila, Pori",https://www.etuovi.com/kohde/579980,"Tupa, kk, pkh, s",1.0,NO,39000.0,39000.0,34.0,1969.0,61.6010951,22.1526667,275 km,3 hours 3 mins,2024-07-08,2024-07-08
"Salmenpellontie 381 b, Nilsiä, Kuopio",https://www.etuovi.com/kohde/21618517,"oh, k, mh, tkh, ph, s, varasto 2 kpl, parveke",3.0,YES,129000.0,129000.0,102.0,1993.0,63.2465407,28.3421239,458 km,4 hours 58 mins,2024-07-08,2024-07-08
"Valkjärventie 225, Vintturi, Sysmä",https://www.etuovi.com/kohde/20367112,"2mh, 2 parvi-mh, tupakeittiö, kph, s + rantasauna",,YES,370000.0,370000.0,120.0,2012.0,61.70470040000001,25.7277643,203 km,2 hours 20 mins,2024-07-08,2024-07-08
"Saarenmaantie 379, Palokka, Jyväskylä",https://www.etuovi.com/kohde/580572,"Tupak, mh varaus, 2-osainen parvi, kph / s, wc, vh, et",3.0,NO,249000.0,249000.0,89.5,2001.0,62.29751605,25.64419425612449,273 km,2 hours 59 mins,2024-07-08,2024-07-08
"Sikosaarentie 52, Mäyry, Kuortane",https://www.etuovi.com/kohde/21136662,tupa,,NO,79000.0,79000.0,36.0,1978.0,62.7574248,23.4999973,334 km,3 hours 43 mins,2024-07-08,2024-07-08
"Suomenniementie 103, Pajulahti, Mikkeli",https://www.etuovi.com/kohde/41951244,"3h, kk, terassi",3.0,NO,139000.0,139000.0,34.0,,61.3213252,27.3853041,228 km,2 hours 30 mins,2024-07-08,2024-07-08
"Liiansaarentie, Ristiina, Mikkeli",https://www.etuovi.com/kohde/20038426,"oh, rt, k, 3-4*mh, ullakko, khh, psh, s, varasto",,YES,429000.0,429000.0,103.0,,61.3698366,27.6187415,246 km,2 hours 50 mins,2024-07-08,2024-07-08
"Pirttikoskentie 95, Haukipudas, Oulu",https://www.etuovi.com/kohde/80362206,2h + tupa + wc,2.0,NO,79000.0,79000.0,38.5,1965.0,65.1869286,25.5401215,624 km,6 hours 55 mins,2024-07-08,2024-07-08
"Tiilikkalantie 32, Vehmersalmi, Kuopio",https://www.etuovi.com/kohde/573986,"1h, k, parvi, s",1.0,NO,69000.0,69000.0,32.0,1991.0,62.6851387,28.0499195,370 km,4 hours 5 mins,2024-07-08,2024-07-08
"Myllytie 17, Pertunmaa, Pertunmaa",https://www.etuovi.com/kohde/41860712,"tupak, s, terassi",1.0,NO,115000.0,115000.0,16.0,,61.5082261,26.4909275,177 km,1 hour 53 mins,2024-07-08,2024-07-08
"Vuorilahdentie 122, 403 Juttua, Kuhmo",https://www.etuovi.com/kohde/580267,2h + tupa + k,2.0,NO,92000.0,92000.0,33.0,1994.0,64.33260680000001,29.7504799,627 km,6 hours 58 mins,2024-07-08,2024-07-08
"Jauhoniementie 93, Lapinlahti",https://www.etuovi.com/kohde/38295829,Tupakeittiö + 2mh + wc + s,3.0,NO,110000.0,110000.0,55.0,1984.0,63.3369445,27.3066642,450 km,4 hours 51 mins,2024-07-08,2024-07-08
"Niinikkoniementie 69, Haukivuori, Mikkeli",https://www.etuovi.com/kohde/1372842,"Tupa, sauna, ph, terassi",1.0,NO,43000.0,43000.0,21.6,1990.0,62.04644399999999,27.099278,278 km,3 hours 2 mins,2024-07-08,2024-07-08
"Tapionrannantie 35, Sumiainen, Äänekoski",https://www.etuovi.com/kohde/580849,"1h, kk, alkovi",2.0,NO,69000.0,69000.0,18.0,1972.0,62.7408345,25.9732456,337 km,3 hours 42 mins,2024-07-08,2024-07-08
"Hiidenmäentie 137, Luusniemi, Kangasniemi",https://www.etuovi.com/kohde/580147,"Tupakeittiö, mh",2.0,NO,138000.0,138000.0,45.0,1967.0,61.97754815,26.995912500000003,262 km,2 hours 55 mins,2024-07-08,2024-07-08
"Käkeläntie 86, Käkelänniemi, Taipalsaari",https://www.etuovi.com/kohde/21250433,Purkukuntoiset rakennukset,,NO,94000.0,94000.0,,,61.154341,28.110923,237 km,2 hours 46 mins,2024-07-08,2024-07-08
"Iisvedentie 1126 D, Iisvesi, Suonenjoki",https://www.etuovi.com/kohde/21262466,"2 h, parvi",,NO,49000.0,49000.0,30.0,1956.0,62.6861574,26.963129632371043,338 km,3 hours 45 mins,2024-07-08,2024-07-08
"Kouervaarantie 16, Holtinniemi, Kuusamo",https://www.etuovi.com/kohde/580770,"1h, kk, s",1.0,NO,68000.0,68000.0,21.0,1974.0,66.1470049,28.814802,831 km,9 hours 16 mins,2024-07-08,2024-07-08
"Kätöntie 199, Rantsila, Siikalatva",https://www.etuovi.com/kohde/579356,"2h, k, s",2.0,NO,29500.0,29500.0,36.0,1995.0,64.6062199,25.574737,565 km,6 hours 19 mins,2024-07-08,2024-07-08
"Hiidensalmentie 27, Rapattila, Lappeenranta",https://www.etuovi.com/kohde/9661866,Mökki tai huvila,,NO,62000.0,62000.0,,,60.92762339999999,28.4435848,241 km,2 hours 49 mins,2024-07-08,2024-07-08
"Vesannontie 1720, Rautalampi",https://www.etuovi.com/kohde/66107069,tupak + h + et,2.0,YES,39500.0,39500.0,50.0,1932.0,62.7116847,26.8815645,343 km,3 hours 48 mins,2024-07-08,2024-07-08
"Kokkosenkyläntie 1612, Halmeniemi, Mäntyharju",https://www.etuovi.com/kohde/60722933,"Mökki 3h, k, Rantasauna, Aitta, Laavu",3.0,YES,199000.0,199000.0,46.0,2002.0,61.2962658,27.1607909,196 km,2 hours 15 mins,2024-07-08,2024-07-08
"Nääringinrannantie 73, Näärinki, Juva",https://www.etuovi.com/kohde/58341573,"Takkatupa, keittiö ja yläkerrassa makuuhuone",,NO,42000.0,42000.0,34.0,1973.0,61.89879709999999,27.668359,266 km,2 hours 48 mins,2024-07-08,2024-07-08
"Vääräjärventie 100, Pollari, Alavus",https://www.etuovi.com/kohde/580177,tupa + pkh + s,1.0,NO,51000.0,51000.0,32.0,1968.0,62.49541129999999,23.693838,310 km,3 hours 27 mins,2024-07-08,2024-07-08
