address,url,description,rooms,winterized,price,original_price,surface,year,latitude,longitude,distance,duration,first_posting_date,last_posting_date
"Koukkujärventie 654, Haukijärvi, Nokia",https://www.etuovi.com/kohde/20104798,Oleskelutupa + sauna + pukuhuone,1.0,NO,62000.0,62000.0,32.0,1968.0,61.533047,23.541523,189 km,1 hour 58 mins,2024-07-08,2024-07-08
"Ameriikanraitti 11, Suinula, Kangasala",https://www.etuovi.com/kohde/20965740,3h + k,3.0,YES,178000.0,178000.0,70.0,,61.5307024,24.1129249,191 km,2 hours 0 mins,2024-07-08,2024-07-08
"Hietasentie 137, Kangasniemi",https://www.etuovi.com/kohde/1350087,"4h, k, s",4.0,NO,280000.0,280000.0,138.5,2005.0,61.9044634,26.8281924,259 km,2 hours 58 mins,2024-07-08,2024-07-08
"Kortesuonkuja 31, Virrat, Virrat",https://www.etuovi.com/kohde/w39426,mh + makuusoppi + tupakeittiö + et,2.0,NO,109000.0,109000.0,54.0,1970.0,62.219582,23.704055,282 km,3 hours 12 mins,2024-07-08,2024-07-08
"Kanavatie 25, Kannonkoski",https://www.etuovi.com/kohde/39778604,2h,2.0,NO,65000.0,65000.0,42.0,1980.0,62.9894081,25.096766,373 km,4 hours 14 mins,2024-07-08,2024-07-08
"Kätkäläisentie 27, Kynsivesi, Laukaa",https://www.etuovi.com/kohde/1369494,"1h, kuisti, erillinen saunarakennus",1.0,NO,79000.0,79000.0,13.0,1993.0,62.36279,26.250704,283 km,3 hours 37 mins,2024-07-08,2024-07-08
"Kaapronmäentie 70 A, Runni, Iisalmi",https://www.etuovi.com/kohde/578896,"3mh, tupa, tk, et, k, pukuh, s",4.0,NO,129000.0,129000.0,95.5,1973.0,63.602641,26.9259031,487 km,5 hours 17 mins,2024-07-08,2024-07-08
"Ahjopolku 9, Keho, Nokia",https://www.etuovi.com/kohde/80359027,1h + matala yläkerta.,1.0,NO,21000.0,21000.0,14.2,1971.0,61.4502681,23.5033996,188 km,1 hour 57 mins,2024-07-08,2024-07-08
"Urakkaniementie 126, Toivakka",https://www.etuovi.com/kohde/1372423,"Tupakeittiö, oh, 2 mh, pesuh., vh, sauna, terassi, eteinen, kylmä ullakko",4.0,NO,159000.0,159000.0,110.5,1994.0,62.1582599,26.1143038,246 km,2 hours 42 mins,2024-07-08,2024-07-08
"Virtaintie 183, Kuru, Ylöjärvi",https://www.etuovi.com/kohde/1370287,"Tupa, kk, pukuh, sauna, makuutilat yläkerrassa",2.0,NO,179000.0,179000.0,50.0,1991.0,61.9283245,23.682402,234 km,2 hours 28 mins,2024-07-08,2024-07-08
"Rantatie 150, Torhola, Hausjärvi",https://www.etuovi.com/kohde/1369658,"tupakeittiö, 2 mh, psh, terassi, rantasauna",2.0,NO,198000.0,198000.0,66.0,2005.0,60.8153148,25.0596108,86.8 km,1 hour 1 min,2024-07-08,2024-07-08
"Rauhaniemenpolku 20, Vihtijärvi, Vihti",https://www.etuovi.com/kohde/1371108,"2h, avok, s, kph, 2 x parvi, eril. wc / khh",2.0,NO,198000.0,198000.0,85.0,1992.0,60.52821679999999,24.6037307,44.7 km,41 mins,2024-07-08,2024-07-08
"Kokonsalmentie 224, Suovanlahti, Viitasaari",https://www.etuovi.com/kohde/21597333,Tupa + keittokomero + 2MH + eteinen + avokuisti. Yläkerrassa kesähuone.,,NO,172000.0,172000.0,,,62.9569923,26.0425511,380 km,4 hours 28 mins,2024-07-08,2024-07-08
"Röhniönmutka 24, Vähä-äiniö, Asikkala",https://www.etuovi.com/kohde/1372043,"Tupakeittiö, sauna, pukuh, ter",1.0,NO,59000.0,59000.0,42.5,1996.0,61.2660305,25.4993935,141 km,1 hour 43 mins,2024-07-08,2024-07-08
"Köpinsaarentie 150, Koskenkylä, Vesilahti",https://www.etuovi.com/kohde/20505587,2h + k + kellari + sauna,2.0,YES,229000.0,229000.0,82.0,1966.0,61.27148479999999,23.7236504,152 km,1 hour 39 mins,2024-07-08,2024-07-08
"Rantapolku, Kauhajoki",https://www.etuovi.com/kohde/64718249,Mökki (3h) + Saunarakennus + kota + huvimaja,3.0,YES,96000.0,96000.0,27.0,1992.0,62.3923341,22.5907215,318 km,3 hours 29 mins,2024-07-08,2024-07-08
"Högholmen, Hästöfjärden, Luoto",https://www.etuovi.com/kohde/20559010,mökki(2h + k)vierasmökki + sauna,2.0,NO,49000.0,49000.0,45.0,1973.0,60.17497189999999,24.9860535,18.2 km,25 mins,2024-07-08,2024-07-08
"Anttolantie 3697, Mikkeli",https://www.etuovi.com/kohde/57357550,"2h, k, s, pukuhuone, terassi",,NO,89000.0,89000.0,30.0,1962.0,61.50113435,27.80941728347303,262 km,2 hours 50 mins,2024-07-08,2024-07-08
"Tikanrannantie 125, Räsälä, Kuopio",https://www.etuovi.com/kohde/20497010,1h + tupakeittiö,1.0,NO,69900.0,69900.0,33.0,1988.0,62.70701570000001,27.9474091,372 km,4 hours 2 mins,2024-07-08,2024-07-08
"Lätäkköläntie 587b, Ahveninen, Joensuu",https://www.etuovi.com/kohde/80362800,Tupa-keittiö + 2 alkovia. Luhtirakennus tupa-keittiö alhaalla + 1h ylhäällä.,4.0,NO,96000.0,96000.0,51.0,1972.0,62.9348492,30.1150596,476 km,5 hours 16 mins,2024-07-08,2024-07-08
"Palokankaantie 90, Sutela, Lapinlahti",https://www.etuovi.com/kohde/21957625,mh + oh + k + wc + parvi,3.0,NO,119000.0,119000.0,45.0,1989.0,63.3667365,27.3921568,442 km,4 hours 44 mins,2024-07-08,2024-07-08
"Sikosalo 179, Sikosalo, Taipalsaari",https://www.etuovi.com/kohde/21633586,"tupa, k, mh + saunarakennus",,NO,140000.0,140000.0,44.0,2017.0,61.12948469999999,28.312071,241 km,2 hours 47 mins,2024-07-08,2024-07-08
"Hietalahdentie 61 K, Kekäleenmäki, Ruokolahti",https://www.etuovi.com/kohde/80362492,tupa + kt + mh,2.0,NO,196000.0,196000.0,37.0,1970.0,61.38471500000001,28.3121789,311 km,3 hours 40 mins,2024-07-08,2024-07-08
"Korvenmäentie 378, Ylivesi, Mikkeli",https://www.etuovi.com/kohde/20744725,"tupakeittiö, sauna, pukuhuone",,NO,85000.0,85000.0,19.8,1971.0,61.6539247,27.6618076,253 km,2 hours 51 mins,2024-07-08,2024-07-08
"Panumantie 269, Kipinä, Pudasjärvi",https://www.etuovi.com/kohde/20456248,"4h, k, eril. wc + sauna",,YES,85000.0,85000.0,48.0,1990.0,65.25301999999999,26.418171,658 km,7 hours 23 mins,2024-07-08,2024-07-08
"Kelusen Rantatie 135, Miehikkälä, Miehikkälä",https://www.etuovi.com/kohde/577335,"saunamökki, pirtti, aitta ja puucee",3.0,NO,125000.0,125000.0,40.0,2004.0,60.8004242,27.5591345,186 km,2 hours 11 mins,2024-07-08,2024-07-08
"Eliaksentie 7b, Purnunlahti Koli, Lieksa",https://www.etuovi.com/kohde/20232884,tupa + mh + parvi + kph + s,2.0,NO,162000.0,162000.0,52.0,1990.0,63.1566826,29.7436614,484 km,5 hours 33 mins,2024-07-08,2024-07-08
"Jokelansaari 85, Kirkonkylä, Taipalsaari",https://www.etuovi.com/kohde/38319582,"1h, k, ma, terassi",1.0,NO,75000.0,75000.0,36.0,1965.0,61.1126286,28.0866253,229 km,2 hours 38 mins,2024-07-08,2024-07-08
"Honkalahdentie 19, Liesjärvi, Tammela",https://www.etuovi.com/kohde/1367384,"2h, k, wc, sauna 60m2 + vierasmökki 19m2",2.0,NO,245000.0,245000.0,60.0,1963.0,60.68554089999999,23.947501,86.6 km,1 hour 13 mins,2024-07-08,2024-07-08
"Tervaniementie 147, Tervaniemi, Kyyjärvi",https://www.etuovi.com/kohde/20464130,tupa + parvi,,NO,79000.0,79000.0,46.0,1977.0,63.043962,24.633835,379 km,4 hours 12 mins,2024-07-08,2024-07-08
"Kommerniementie 600, Kommerniemi, Savonlinna",https://www.etuovi.com/kohde/20406918,Olohuone + 1mh + saunakamari + ph + s + wc,,NO,179000.0,179000.0,64.0,2002.0,61.8381761,28.5324427,316 km,3 hours 28 mins,2024-07-08,2024-07-08
"Nuottisaari 67, Lehtimäki, Alajärvi",https://www.etuovi.com/kohde/579635,tupak + pukuh + s,1.0,NO,65000.0,65000.0,26.5,1981.0,62.8110344,23.9984339,351 km,3 hours 57 mins,2024-07-08,2024-07-08
"Torpanvieri 30, Sammatti, Lohja",https://www.etuovi.com/kohde/576746,"tupa + sauna, wc",1.0,NO,45000.0,45000.0,17.0,1983.0,60.35453995,23.8029106,81.5 km,55 mins,2024-07-08,2024-07-08
"Torpanvieri 25, Sammatti, Lohja",https://www.etuovi.com/kohde/576747,tupa + sauna + terassi,1.0,NO,75000.0,75000.0,31.4,1991.0,60.3541607,23.804046801999995,81.9 km,56 mins,2024-07-08,2024-07-08
"Lapinsaari 20, Kesamonsaari, Savonlinna",https://www.etuovi.com/kohde/1370920,"1h, alkovi, sauna",1.0,NO,59000.0,59000.0,25.0,2016.0,61.81648019999999,28.6473213,339 km,4 hours 11 mins,2024-07-08,2024-07-08
"Iso-Oritsaari, VESINIEMI, Puumala",https://www.etuovi.com/kohde/80363090,Tupakeittiö + makuualkovi,2.0,NO,85000.0,85000.0,26.0,2012.0,61.5707761,28.2384914,293 km,3 hours 19 mins,2024-07-08,2024-07-08
"Uimarannankuja 28, Torvoila, Hämeenlinna",https://www.etuovi.com/kohde/55746459,"Tupakeittiö, sauna, pesuhuone ja kuisti",1.0,YES,96000.0,96000.0,25.0,2012.0,61.2587587,24.5521048,133 km,1 hour 31 mins,2024-07-08,2024-07-08
"Kiuruvedentie 1437b, Pielavesi",https://www.etuovi.com/kohde/35117352,Tupakeittiö + mh + s + parvi,,YES,129000.0,129000.0,64.0,1991.0,63.2547252,26.7584738,417 km,4 hours 45 mins,2024-07-08,2024-07-08
"Savikontie 17, Alvajärvi, Pihtipudas",https://www.etuovi.com/kohde/20364374,"2mh, oh, k, ruokailu, wc, parvitilat",5.0,YES,139000.0,139000.0,62.0,1980.0,63.415704,25.363286,413 km,4 hours 38 mins,2024-07-08,2024-07-08
"Liivalahti 3, Tapavainola, Luumäki",https://www.etuovi.com/kohde/578993,tupa + k + mh + pkh + s,2.0,NO,109000.0,109000.0,44.0,1970.0,60.9319353,27.2218992,166 km,1 hour 53 mins,2024-07-08,2024-07-08
"Nikkarintie 157, Lakkala, Luumäki",https://www.etuovi.com/kohde/578432,oh + alkovi + k,1.0,NO,109000.0,109000.0,29.0,1969.0,60.9789123,27.2215888,173 km,2 hours 2 mins,2024-07-08,2024-07-08
"Jänkysalmentie 159, Korhola, Savitaipale",https://www.etuovi.com/kohde/20188685,"tupa, mh, parvitila, s, pukuh.",,NO,153000.0,153000.0,37.0,2003.0,61.2696231,27.8054507,225 km,2 hours 48 mins,2024-07-08,2024-07-08
"Naukjärventie 65d, Leivonmäki, Joutsa",https://www.etuovi.com/kohde/20508359,"3h, kk, s, pkh, kesäkeittiö, aitta, varasto",3.0,YES,118000.0,118000.0,45.0,1974.0,61.9360644,26.1371406,218 km,2 hours 21 mins,2024-07-08,2024-07-08
"Äkäslompolontie 358 , Muotkavaara, Ylläs, Äkäslompolo, Levi, Kittilä, Muonio",https://www.etuovi.com/kohde/w39286,"tupak., 3mh, 2wc, khh, pkh, kph / s, parvi, parveke, rantasauna, kesäkeittiö, 2 katettua terassia, 3 varastoa, kompostoiva käymälä, skiidovaja",,YES,495000.0,495000.0,125.0,2008.0,67.83153,24.0751452,981 km,11 hours 13 mins,2024-07-08,2024-07-08
"Myllyojantie 187b, Hurissalo, Puumala",https://www.etuovi.com/kohde/53096382,"3h, kk, s, lasitettu kuisti, terassi, grillikatos",3.0,NO,134000.0,134000.0,43.0,1974.0,61.4879543,27.7601625,265 km,2 hours 58 mins,2024-07-08,2024-07-08
"Niemelännokanmutka 19, Viitapohja, Tampere",https://www.etuovi.com/kohde/21912207,"4h, k, s, kph, 2xerill.wc, khh, varastotilaa, autotalli, rantasauna",4.0,YES,470000.0,470000.0,97.0,2000.0,61.6539926,24.0299272,198 km,2 hours 8 mins,2024-07-08,2024-07-08
"Talvilahdentie 36, Koskenpää, Jämsä",https://www.etuovi.com/kohde/579652,"keittokomero, tupa, makuuhuone ja sauna",2.0,NO,88000.0,88000.0,38.0,1973.0,62.1136193,25.1675124,249 km,3 hours 0 mins,2024-07-08,2024-07-08
"Vaajaniementie 243 F, Vaajaniemi, Rantasalmi",https://www.etuovi.com/kohde/578748,"Tupa, kk, sauna ja pukuhuone",1.0,NO,42000.0,42000.0,29.0,1976.0,62.1210717,28.2316399,312 km,3 hours 26 mins,2024-07-08,2024-07-08
"Puronvarrentie 183, Itä- Karttula, Kuopio",https://www.etuovi.com/kohde/21576863,3 h kk + s,,NO,118000.0,118000.0,52.0,1983.0,62.958619,27.1671262,378 km,4 hours 22 mins,2024-07-08,2024-07-08
"Talviniementie 49, Lehtiniemi, Savonlinna",https://www.etuovi.com/kohde/21192635,3h + k + ph + s + parvi,3.0,YES,495000.0,495000.0,100.0,2018.0,61.9247456,29.5715893,369 km,4 hours 17 mins,2024-07-08,2024-07-08
"Soramäentie 483, Virmaila, Padasjoki",https://www.etuovi.com/kohde/21123126,"2mh, tupakeittiö, sauna",,NO,138000.0,138000.0,70.0,2006.0,61.4596905,25.3324964,172 km,2 hours 7 mins,2024-07-08,2024-07-08
"Kukkaroniementie 430, Kukkaromäki, Pieksämäki",https://www.etuovi.com/kohde/577128,"Tupak, pkh, kph, s, wc",1.0,NO,139000.0,139000.0,55.0,2003.0,62.33675220000001,27.176995,304 km,3 hours 17 mins,2024-07-08,2024-07-08
"Hevonojantie 164, Kourla, Vihti",https://www.etuovi.com/kohde/80362192,"2h, avok",2.0,NO,176000.0,176000.0,80.0,,60.4556573,24.3774623,47.3 km,46 mins,2024-07-08,2024-07-08
"Huhdasjärventie 56, Huhdasjärvi, Kouvola",https://www.etuovi.com/kohde/1370444,"6h, k, kph, s, khh, 3 wc",6.0,NO,390000.0,390000.0,178.0,2010.0,61.1639248,26.5805935,170 km,2 hours 1 min,2024-07-08,2024-07-08
"Saviniementie 6, Kemilä, Kuusamo",https://www.etuovi.com/kohde/579477,"Tupa, k, mh, kph, s",2.0,NO,89000.0,89000.0,60.0,1991.0,65.8894917,29.4466861,803 km,8 hours 51 mins,2024-07-08,2024-07-08
"Peltoniementie 71, Mainua, Kajaani",https://www.etuovi.com/kohde/579349,1h + tupakeittiö,1.0,NO,50000.0,50000.0,38.0,1967.0,64.121689,27.4713759,535 km,5 hours 48 mins,2024-07-08,2024-07-08
"Meijeritie 3, Ouluvesi / Keskusta, Ähtäri",https://www.etuovi.com/kohde/20774999,4h + k + psh + s,4.0,YES,99000.0,99000.0,130.0,1903.0,62.55173089999999,24.0579287,317 km,3 hours 28 mins,2024-07-08,2024-07-08
"Vekaranniementie 3d, Vekaranniemi, Paltamo",https://www.etuovi.com/kohde/21509609,1h + kk + parvi + sauna,,YES,138000.0,138000.0,20.0,1988.0,64.3485795,27.2799854,623 km,7 hours 0 mins,2024-07-08,2024-07-08
"Harjuntie 102, Oijärvi, Ii",https://www.etuovi.com/kohde/20788930,"Tupa, sauna.",,NO,49500.0,49500.0,18.5,2017.0,65.63656019999999,25.9730623,688 km,7 hours 41 mins,2024-07-08,2024-07-08
"Vekaruksentie 29, Miettilä, Rautjärvi",https://www.etuovi.com/kohde/80362283,"tupa, kt, mh, sauna",,NO,68000.0,68000.0,31.0,1970.0,61.29732735,29.19311273125745,286 km,3 hours 11 mins,2024-07-08,2024-07-08
"Kokkoniementie 191, Reisjärvi",https://www.etuovi.com/kohde/80362490,OH + K + 2*MH + WC + PARVI + TH + S + TER,4.0,NO,230000.0,230000.0,110.0,1988.0,63.6414467,24.7921007,466 km,5 hours 22 mins,2024-07-08,2024-07-08
"Räisäläntie, Räisälä, Kemijärvi",https://www.etuovi.com/kohde/21996880,"Tupa, kk, alkovi",,NO,65000.0,65000.0,43.0,1968.0,66.5663773,27.9940248,900 km,9 hours 57 mins,2024-07-08,2024-07-08
"Valkeisentie 31 A, Rummukkala, Heinävesi",https://www.etuovi.com/kohde/21572619,"tupa, keittiö, parvi, pukuh. sauna",,NO,79500.0,79500.0,51.0,1994.0,62.4583197,28.440109,350 km,3 hours 51 mins,2024-07-08,2024-07-08
"Tähtipolku 5, Kirjavaniemi, Pyhäntä",https://www.etuovi.com/kohde/80361157,oh + k + 2mh + 2vh + khh + ph + s + wc + parvi,3.0,NO,230000.0,230000.0,102.0,2011.0,64.1126149,26.3291138,513 km,5 hours 42 mins,2024-07-08,2024-07-08
"Häyrynniementie 91, Sorsasalo, Savonlinna",https://www.etuovi.com/kohde/579074,"Tupa, parvi, sauna ja pukuhuone",1.0,NO,62000.0,62000.0,30.0,1985.0,62.09465660000001,28.6976875,364 km,4 hours 8 mins,2024-07-08,2024-07-08
"Pohjaniementie 405e, Rauhajärvi, Kangasniemi",https://www.etuovi.com/kohde/578688,"Tupakeittiö, mh, pukuhuone, s",2.0,NO,125000.0,125000.0,45.0,1988.0,61.9187563,26.9689058,263 km,2 hours 54 mins,2024-07-08,2024-07-08
"Rovaniementie 49 C, Oivanki, Kuusamo",https://www.etuovi.com/kohde/20773277,"2mh, oh, k, s, kh, wc, et + parvi",,YES,194000.0,194000.0,79.6,2004.0,66.0704911,28.9536884,817 km,8 hours 59 mins,2024-07-08,2024-07-08
"Rajaniementie 35, Keskusta, Virrat",https://www.etuovi.com/kohde/570060,Lomakeskus,,NO,275000.0,275000.0,370.0,1896.0,62.2286069,23.8261174,274 km,3 hours 3 mins,2024-07-08,2024-07-08
"Pitkäniementie 241, Anttola, Mikkeli",https://www.etuovi.com/kohde/1372235,"3h, k, apuk., vh, wc, kph, s",3.0,NO,189000.0,189000.0,123.0,1998.0,61.52302390000001,27.6905004,256 km,2 hours 49 mins,2024-07-08,2024-07-08
"Pohja-Lankilantie 1590, Pohja-Lankila, Ruokolahti",https://www.etuovi.com/kohde/20534315,"ak: oh, k, kph, sauna, wc / psh yk: avointa tilaa, wc, parveke",2.0,YES,145000.0,145000.0,66.0,2012.0,61.441713,28.9514982,293 km,3 hours 14 mins,2024-07-08,2024-07-08
"Myttyniementie 73 B, Kalkkinen, Asikkala",https://www.etuovi.com/kohde/80347808,"Tupa, keittiö, 2 x mh, parvi",3.0,NO,95000.0,95000.0,41.5,1998.0,61.2865973,25.5839543,154 km,1 hour 53 mins,2024-07-08,2024-07-08
"Metsälänkuja 15 i, Pyhäjoki, Säkylä",https://www.etuovi.com/kohde/21026504,"1 h, kk, s, terassi",1.0,NO,86000.0,86000.0,39.0,1971.0,61.01500179999999,22.400197,209 km,2 hours 24 mins,2024-07-08,2024-07-08
"Mustanpohjantie 21, Petruma, Heinävesi",https://www.etuovi.com/kohde/579083,"Tupa, parvi, eteinen, sauna",2.0,NO,89000.0,89000.0,20.0,1988.0,62.471932,28.8843468,379 km,4 hours 16 mins,2024-07-08,2024-07-08
"Virpiniementie 90, Karttula, Kuopio",https://www.etuovi.com/kohde/574450,"2h, k",2.0,NO,139000.0,139000.0,47.0,1976.0,62.8628997,27.0324525,357 km,4 hours 1 min,2024-07-08,2024-07-08
"Suuri-Vinkki 7, Nilsiä, Kuopio",https://www.etuovi.com/kohde/20184769,"tupakeittiö, makuuhuone, lasikuisti, vesi-wc",2.0,NO,98000.0,98000.0,44.0,1990.0,63.17006199999999,28.3275829,450 km,4 hours 53 mins,2024-07-08,2024-07-08
"Lihjamontie 155, Lihjamo, Keuruu",https://www.etuovi.com/kohde/21850089,"Rantasauna (tupa, kph, s), 2 nukkuma-aittaa, tynnyrisauna, rakoliiteri, huvimaja, puucee",,NO,115000.0,115000.0,,2005.0,62.34453749999999,24.7291873,295 km,3 hours 14 mins,2024-07-08,2024-07-08
"Kurttalantie 164, Hyypiö, Kemijärvi",https://www.etuovi.com/kohde/20590001,"tupa, keittiö, 2mh",3.0,NO,109000.0,109000.0,62.0,,66.7201448,26.9509253,883 km,9 hours 57 mins,2024-07-08,2024-07-08
"Keurussaari 129, Mänttä, Mänttä-Vilppula",https://www.etuovi.com/kohde/48064570,2mh + tupa + keittiö + varasto + makuuparvi,,NO,126000.0,126000.0,85.0,1961.0,62.0444955,24.6844008,260 km,2 hours 47 mins,2024-07-08,2024-07-08
"Sarvikuutti 39, Pyhäniemi, Hollola",https://www.etuovi.com/kohde/80361700,1h + tupak.tila,1.0,NO,25000.0,25000.0,16.0,1974.0,61.03748890000001,25.4975603,110 km,1 hour 18 mins,2024-07-08,2024-07-08
"Maaharjuntie 82b, Kiuruvesi",https://www.etuovi.com/kohde/64208433,2h + k + kh / wc,2.0,YES,105000.0,105000.0,72.0,2011.0,63.530092,26.6891113,454 km,5 hours 17 mins,2024-07-08,2024-07-08
"Katinsaarentie 5b, Kunnasniemi, Kontiolahti",https://www.etuovi.com/kohde/20418073,"2mh, tupakeittiö, kph, 2x var, rant. sauna, aitta",,YES,149000.0,149000.0,52.0,1983.0,62.78080959999999,29.58599379999999,435 km,4 hours 55 mins,2024-07-08,2024-07-08
"Monosentie 32, Karisto, Lahti",https://www.etuovi.com/kohde/1362738,Saunatupa,1.0,NO,195000.0,195000.0,29.0,1953.0,60.9784541,25.7616422,103 km,1 hour 7 mins,2024-07-08,2024-07-08
"Kuikkolantie 43, Marjotaipale, Joutsa",https://www.etuovi.com/kohde/576389,"tupa, kk, iso mh, s",2.0,NO,189000.0,189000.0,58.0,1971.0,61.7178,26.3865551,207 km,2 hours 21 mins,2024-07-08,2024-07-08
"Miestamontie 46, Rajalahti, Ruovesi",https://www.etuovi.com/kohde/21232885,"Tupakeittiö, huone",,NO,120000.0,120000.0,55.0,1902.0,61.95259799999999,24.0233082,246 km,2 hours 43 mins,2024-07-08,2024-07-08
"Ylätuvantie 44 B, Summala, Juva",https://www.etuovi.com/kohde/20140963,"olohuone, keittiö, parvi ja terassi ja saunarakennuksessa saunatupa, pesuhuone ja sauna",2.0,NO,87000.0,87000.0,50.0,2020.0,61.735885,28.033849,288 km,3 hours 8 mins,2024-07-08,2024-07-08
"Suvitie 2, Kuohu, Jyväskylä",https://www.etuovi.com/kohde/21912816,1h + terassi + rantasauna + terassi,1.0,NO,52000.0,52000.0,18.0,1963.0,62.2640232,25.4483297,284 km,3 hours 6 mins,2024-07-08,2024-07-08
"Porontimantie 22, Virkkula Porontima, Kuusamo",https://www.etuovi.com/kohde/20896923,"takkah, pesuh, s + terassi",,NO,59000.0,59000.0,20.0,1995.0,66.2214298,29.2471355,835 km,9 hours 16 mins,2024-07-08,2024-07-08
"Haisusaari, PETÄJÄNIEMI, Puumala",https://www.etuovi.com/kohde/80362346,tupa + parvi + pukuh + sauna,2.0,NO,75000.0,75000.0,37.0,1990.0,61.55859499999999,28.3924189,319 km,3 hours 40 mins,2024-07-08,2024-07-08
"Heposalo 361, Lappeenranta",https://www.etuovi.com/kohde/56530154,"1h, , nukkumatila",1.0,NO,48000.0,48000.0,18.0,1952.0,61.1015588,28.084638,228 km,2 hours 38 mins,2024-07-08,2024-07-08
"Tollonlahdentie 54, Hurissalo, Puumala",https://www.etuovi.com/kohde/1371193,"1h, avok",1.0,NO,150000.0,150000.0,22.0,,61.42972409999999,27.7430938,254 km,2 hours 55 mins,2024-07-08,2024-07-08
"Paloniementie 66, Tiironkylä/Parasenlahti, Kivijärvi",https://www.etuovi.com/kohde/80362074,Tupakeittiö + mh,2.0,NO,120000.0,120000.0,50.0,2003.0,63.1199384,25.0747115,387 km,4 hours 21 mins,2024-07-08,2024-07-08
"Köyrisentie 882, Alaveteli, Kruunupyy",https://www.etuovi.com/kohde/20236697,Mökki + vierasmökki + savusauna + 2 varastoa,3.0,NO,52500.0,52500.0,48.0,1972.0,63.7140177,23.6197928,459 km,5 hours 30 mins,2024-07-08,2024-07-08
"Valkealahdentie 457, Evinsalo, Pälkäne",https://www.etuovi.com/kohde/578504,"4h, keittiö",4.0,NO,389000.0,389000.0,67.5,1976.0,61.31788299999999,24.735846,147 km,1 hour 54 mins,2024-07-08,2024-07-08
"Turuntie 1371, Pitkäjärvi, Somero",https://www.etuovi.com/kohde/577153,"K, tupa, pkh, ph / wc, s + parvi",2.0,NO,110000.0,110000.0,40.0,1983.0,60.6629787,23.265241,124 km,1 hour 37 mins,2024-07-08,2024-07-08
"Laitialanlahdentie 88 A, Laitiala, Mikkeli",https://www.etuovi.com/kohde/574866,"1mh, oh, k, wc",2.0,NO,119000.0,119000.0,38.0,1996.0,61.58042239999999,27.2762148,230 km,2 hours 27 mins,2024-07-08,2024-07-08
"Jalasjärventie 120, Kerimäki, Savonlinna",https://www.etuovi.com/kohde/21694631,2h + tupa + kk + pkh + s,,NO,52000.0,52000.0,42.0,1990.0,62.039319250000005,29.32339335,371 km,4 hours 14 mins,2024-07-08,2024-07-08
"Nuottasaari, Ryhälä, Puumala",https://www.etuovi.com/kohde/21914799,löylyhuone + oleskelutila + katettu terassi,1.0,NO,98000.0,98000.0,12.0,,61.6639395,28.2633634,301 km,3 hours 18 mins,2024-07-08,2024-07-08
"Pitkäjärventie 256, Sisättö, Ikaalinen",https://www.etuovi.com/kohde/21603292,"2h, k, wc, terassi, rantasauna",2.0,NO,149000.0,149000.0,43.0,1971.0,61.8278427,23.5274686,228 km,2 hours 32 mins,2024-07-08,2024-07-08
"Renkalahdenpolku 50, Saarijärvi",https://www.etuovi.com/kohde/579182,"3h, k, et, ph, s",3.0,NO,133000.0,133000.0,60.1,2015.0,62.6709062,24.6833262,342 km,3 hours 57 mins,2024-07-08,2024-07-08
"Leväniementie 150, Oijärvi, Ii",https://www.etuovi.com/kohde/578532,"3h, k, et",3.0,NO,79500.0,79500.0,71.5,1991.0,65.63656019999999,25.9730623,688 km,7 hours 41 mins,2024-07-08,2024-07-08
"Ukonniementie 71, Nieminen, Rääkkylä",https://www.etuovi.com/kohde/1371148,"2h, kk",2.0,NO,48000.0,48000.0,40.0,1973.0,62.3236923,29.9581582,431 km,4 hours 55 mins,2024-07-08,2024-07-08
"Kumpusenmäentie, Kumpusenmäki , Sonkajärvi",https://www.etuovi.com/kohde/44961796,Tupakeittiö + pukuhuone + sauna,,NO,47000.0,47000.0,27.0,1974.0,63.7090709,27.4201539,488 km,5 hours 17 mins,2024-07-08,2024-07-08
"Rimpantie 43, Hirvensalmi",https://www.etuovi.com/kohde/61268534,"Alak: Tupak, mh, kph / wc, s, pukuh, tk, ter, yläk: mh, aula, p",3.0,YES,195000.0,195000.0,108.0,1997.0,61.6076569,26.589546923231133,196 km,2 hours 12 mins,2024-07-08,2024-07-08
"Noisniementie 23d, Ruvaslahti, Polvijärvi",https://www.etuovi.com/kohde/20771985,3h + k + s,,NO,79000.0,79000.0,57.0,1990.0,62.9793121,29.5305111,455 km,5 hours 7 mins,2024-07-08,2024-07-08
"Iso-poro 62, Iso-Poro, Jyväskylä",https://www.etuovi.com/kohde/80360540,Mökki tai huvila,1.0,NO,51000.0,51000.0,,,62.16312670000001,25.7873845,268 km,3 hours 3 mins,2024-07-08,2024-07-08
"Olkiniementie 20, Lannevesi, Saarijärvi",https://www.etuovi.com/kohde/21135025,"Tupa, kk, sauna.",1.0,NO,59000.0,59000.0,51.0,1976.0,62.57609,25.416882,308 km,3 hours 23 mins,2024-07-08,2024-07-08
"Ahjopolku 8, Keho, Nokia",https://www.etuovi.com/kohde/1371386,"1h, kt, parvi + terassi + varasto, biowc",1.0,NO,42000.0,42000.0,25.0,1974.0,61.4502681,23.5033996,188 km,1 hour 57 mins,2024-07-08,2024-07-08
"Vuohiniementie 44, Inkerilä, Kouvola",https://www.etuovi.com/kohde/21208864,"Tupa, kph, sauna, makuuparvi, terassi, perinnesauna",1.0,YES,249000.0,249000.0,25.0,2013.0,60.9990698,27.0658284,168 km,2 hours 0 mins,2024-07-08,2024-07-08
